lncRNA,disease,pred,label,evidence
ZFAS1,DOID:3347,0.637805521,0,1
KCNQ1OT1,DOID:421,0.637791038,0,0
VLDLR-AS1,DOID:399,0.637786388,0,0
LMCD1-AS1,DOID:14566,0.637772501,0,0
NUP50-AS1,DOID:0050890,0.637767613,0,0
PTCSC3,DOID:9538,0.637767315,0,0
TUSC7,DOID:4006,0.637757778,0,0
LINC00575,DOID:9253,0.637747526,0,0
TP53COR1,DOID:1192,0.63774538,0,0
PARD6G-AS1,DOID:3069,0.637744606,0,0
TP73-AS1,DOID:4914,0.637744427,0,0
FALEC,DOID:3590,0.637739062,0,0
PSMB8-AS1,DOID:5426,0.637732744,0,0
MIR99AHG,DOID:5572,0.637731791,0,0
FBXW7-AS1,DOID:898,0.63773036,0,0
ZFAS1,DOID:47,0.637722313,0,0
CTBP1-AS,DOID:1612,0.637721241,0,0
HYMAI,DOID:630,0.637718558,0,0
LINC01387,DOID:1037,0.637710512,0,0
NORAD,DOID:8536,0.637709856,0,0
APTR,DOID:4851,0.637704968,0,0
SNHG12,DOID:3213,0.637704134,0,0
NFIA-AS1,DOID:4645,0.637703717,0,0
LINC00271,DOID:0050338,0.637690306,0,0
TARID,DOID:1074,0.637676656,0,0
MIR99AHG,DOID:0050890,0.637662351,0,0
CARMN,DOID:1686,0.637643158,0,0
PCGEM1,DOID:18,0.637642145,0,0
IL10RB-AS1,DOID:409,0.637640059,0,0
LINC-ROR,DOID:9970,0.637624741,0,0
LINC00312,DOID:150,0.637604594,0,0
PEG3-AS1,DOID:13317,0.637574732,0,0
TUSC8,DOID:2468,0.637571752,0,0
MIAT,DOID:896,0.637564063,0,0
TP73-AS1,DOID:18,0.637562275,0,0
H19,DOID:2021,0.637555957,1,0
LINC00163,DOID:768,0.637549341,0,0
C1QTNF9B-AS1,DOID:6050,0.637543321,0,0
LINC00583,DOID:2030,0.637541294,0,0
ZEB1-AS1,DOID:114,0.637515068,0,0
GNAS-AS1,DOID:3717,0.63749522,0,0
MIR100HG,DOID:594,0.637486756,0,0
DSCR10,DOID:0080011,0.637483835,0,0
MIR4435-2HG,DOID:9036,0.637474,0,0
DLEU2,DOID:0050177,0.637444317,0,0
NRON,DOID:8850,0.637441993,0,0
LINC00467,DOID:1074,0.63743937,0,0
GHET1,DOID:1227,0.637435734,0,0
PWAR4,DOID:2151,0.63740468,0,0
DBH-AS1,DOID:2994,0.637404442,0,0
HAS2-AS1,DOID:2348,0.637403905,0,0
CBR3-AS1,DOID:1596,0.63738662,0,0
PWAR4,DOID:8398,0.637383759,0,0
TP53COR1,DOID:47,0.637362361,0,0
LINC01080,DOID:3008,0.637358904,0,0
TSIX,DOID:1107,0.637358785,0,0
LINCMD1,DOID:14250,0.637317359,0,0
IFNG-AS1,DOID:2513,0.637315392,0,0
LINC00477,DOID:14681,0.63730973,0,0
MINCR,DOID:9206,0.637292147,0,0
PSMB8-AS1,DOID:3627,0.637276292,0,0
PSMB8-AS1,DOID:2621,0.637269199,0,0
COPG2IT1,DOID:1909,0.637248695,0,0
LINC00663,DOID:0060158,0.637219906,0,0
CDR1-AS,DOID:0050739,0.637217641,0,0
PWAR4,DOID:374,0.637215555,0,0
TEX41,DOID:9538,0.63720578,0,0
HYMAI,DOID:18,0.637203455,0,0
DLEU2,DOID:4045,0.637202799,0,0
IGF2-AS,DOID:10283,0.637183845,1,1
CDKN2A-AS1,DOID:4230,0.637182117,0,0
PARD6G-AS1,DOID:3213,0.637177467,0,0
TTTY15,DOID:0060058,0.637173831,0,0
CCAT1,DOID:783,0.637171924,0,0
NALT1,DOID:2018,0.637147605,0,0
MIR22HG,DOID:8986,0.637143493,0,0
DBET,DOID:1781,0.637122393,0,0
RAD51-AS1,DOID:10652,0.637119353,0,0
LINC01081,DOID:4467,0.637109041,0,0
BLACAT1,DOID:363,0.63709259,0,0
GATA3-AS1,DOID:0080053,0.637091875,0,0
CADM3-AS1,DOID:4194,0.637071192,0,0
ABALON,DOID:9993,0.637063265,0,0
SNHG4,DOID:399,0.63706094,0,0
DAOA-AS1,DOID:4362,0.637058198,0,0
APTR,DOID:5572,0.637056351,0,0
CASC15,DOID:0050866,0.637049973,0,0
DLEU2,DOID:2043,0.63703382,0,0
AGAP2-AS1,DOID:0060037,0.637028873,0,0
LINC00032,DOID:4960,0.63699621,0,0
LINC-PINT,DOID:3451,0.63699007,0,0
HCCAT5,DOID:1107,0.6369403,0,0
SERTAD4-AS1,DOID:5844,0.636932254,0,0
ZNF667-AS1,DOID:3910,0.636919081,0,0
LINC01426,DOID:3905,0.63689667,0,0
NALT1,DOID:0050687,0.636889696,0,0
MIR7-3HG,DOID:0060464,0.636888802,0,0
HOTAIRM1,DOID:1070,0.636881232,0,0
HLA-F-AS1,DOID:0050686,0.636876464,0,0
THRIL,DOID:635,0.636875868,0,0
ESRG,DOID:783,0.636865795,0,0
HOXA11-AS,DOID:8618,0.636858582,0,0
SOX2-OT,DOID:4007,0.636847436,0,0
DSCR9,DOID:9352,0.636844754,0,0
MIR7-3HG,DOID:1561,0.63683635,0,0
LINC00319,DOID:4001,0.636835873,0,0
GABPB1-AS1,DOID:2174,0.636822343,0,0
DIO3OS,DOID:630,0.636794627,0,0
WT1-AS,DOID:896,0.636782348,0,0
LOXL1-AS1,DOID:5672,0.636779308,0,0
HCP5,DOID:1555,0.636778891,1,0
SNHG4,DOID:2377,0.636775613,0,0
CRNDE,DOID:769,0.636770308,0,0
LINC00299,DOID:11983,0.63677007,0,0
PCAT5,DOID:8997,0.636729896,0,0
LINC00654,DOID:1909,0.636721075,1,0
MIR17HG,DOID:10652,0.636715114,0,0
MIR100HG,DOID:399,0.63670069,0,0
HCG4,DOID:423,0.636687517,0,0
PRINS,DOID:4467,0.636680543,0,0
CASC16,DOID:1921,0.636679351,0,0
MIR22HG,DOID:2151,0.636658132,0,0
PVT1,DOID:0080005,0.636633635,0,0
TARID,DOID:5715,0.636630654,0,0
DANCR,DOID:688,0.636621475,0,0
LINC00293,DOID:3095,0.636617362,0,0
LINC01556,DOID:0050686,0.636607528,0,0
LINC01588,DOID:9252,0.636600792,0,0
HULC,DOID:4362,0.636564374,0,1
LINC01556,DOID:1307,0.636562109,0,0
CADM3-AS1,DOID:0080000,0.636555254,0,0
DBET,DOID:4960,0.636541545,0,0
TTTY4,DOID:8725,0.636530697,0,0
LINC00687,DOID:657,0.636521637,0,0
LINC00271,DOID:77,0.636512935,0,0
HCG4,DOID:1561,0.636505425,0,0
THRIL,DOID:9976,0.636493802,0,0
PTCSC2,DOID:9296,0.636481166,0,0
LINC00511,DOID:9252,0.636477828,0,0
CCDC26,DOID:16,0.636474907,0,0
IFNG-AS1,DOID:4194,0.636471808,0,0
NUP50-AS1,DOID:9296,0.636459947,0,0
AFAP1-AS1,DOID:4085,0.636444449,0,0
MIR181A1HG,DOID:0060334,0.636442423,0,0
LINC00312,DOID:6270,0.636442184,0,0
XACT,DOID:657,0.636424303,0,0
NCAM1-AS1,DOID:684,0.636410296,0,0
LINC01387,DOID:4007,0.636408567,0,0
LUCAT1,DOID:11476,0.636405528,0,0
EGOT,DOID:768,0.636402428,0,0
LINC00583,DOID:3007,0.636400402,0,0
CDKN2B-AS1,DOID:865,0.63639617,0,0
CDKN2B-AS1,DOID:686,0.636395872,1,0
H19,DOID:657,0.636387765,0,0
CASC15,DOID:417,0.636381686,0,0
KCNQ1OT1,DOID:4851,0.636378706,0,0
DLEU2,DOID:3527,0.636375606,0,0
MIR503HG,DOID:9206,0.636373878,0,0
LINC00271,DOID:1441,0.636361599,0,0
PCA3,DOID:9970,0.636347711,0,0
SNHG4,DOID:2789,0.636333406,0,0
LINC00583,DOID:4085,0.636323869,0,0
MIF-AS1,DOID:5151,0.636319339,0,0
FENDRR,DOID:9206,0.636315405,0,0
LINC00315,DOID:14681,0.636311352,0,0
ZFAS1,DOID:2678,0.636301279,0,0
PANDAR,DOID:4851,0.636296272,0,0
LINC00942,DOID:1612,0.636283994,0,0
EGOT,DOID:8692,0.636268437,0,0
NALT1,DOID:4085,0.636249959,0,0
B3GALT5-AS1,DOID:8432,0.636244655,0,0
LINC00675,DOID:5715,0.636244118,0,0
NRON,DOID:0060072,0.636239052,0,0
PVT1,DOID:3324,0.636238337,0,0
PRINS,DOID:3312,0.636229932,0,0
LINC00032,DOID:3565,0.636226892,0,0
CADM3-AS1,DOID:0060056,0.636198103,0,0
TP53TG1,DOID:3324,0.636174738,0,0
KCTD21-AS1,DOID:9036,0.636173427,0,0
CASC16,DOID:684,0.636172831,0,0
TEX41,DOID:4085,0.636157572,0,0
HCG4,DOID:8618,0.636156976,0,0
C1QTNF9B-AS1,DOID:1324,0.636154354,0,0
LRRC3DN,DOID:768,0.636151671,0,0
B3GALT5-AS1,DOID:1781,0.636149943,0,0
AGAP2-AS1,DOID:1115,0.636146486,0,0
SAMMSON,DOID:2174,0.636142313,0,0
LRRC3DN,DOID:9970,0.636141062,0,0
NPTN-IT1,DOID:5419,0.636138499,0,0
CDKN2A-AS1,DOID:9279,0.636136234,0,0
HCG4,DOID:120,0.636119664,0,0
MIAT,DOID:0060089,0.636104882,0,0
LINC01531,DOID:28,0.636103928,0,0
LINC00261,DOID:0050338,0.636101067,0,0
MIR22HG,DOID:3118,0.636095762,0,0
IGF2-AS,DOID:3969,0.636092126,0,0
CADM3-AS1,DOID:0060289,0.636043966,0,0
NCRUPAR,DOID:2018,0.636037648,0,0
HCG4,DOID:2789,0.636035144,0,0
B3GALT5-AS1,DOID:11983,0.636027157,0,0
LINC00467,DOID:9120,0.636017203,0,0
MIR4435-2HG,DOID:0060689,0.636016965,0,0
TTTY4,DOID:4845,0.636008739,0,0
LINC00273,DOID:3590,0.636005402,0,0
CASC8,DOID:4535,0.63598454,0,0
LINC00629,DOID:3070,0.635982335,0,0
HCCAT5,DOID:0050013,0.635959685,0,0
KCTD21-AS1,DOID:117,0.635955095,0,0
LINC00961,DOID:706,0.635953486,0,0
DLEU2,DOID:162,0.635951757,1,0
LINC01024,DOID:5426,0.635948122,0,0
SPRY4-IT1,DOID:3590,0.635944784,0,0
LINC00942,DOID:3627,0.635936677,0,0
SCHLAP1,DOID:686,0.635892153,0,0
PCAT5,DOID:11476,0.635855496,0,0
LINC00629,DOID:4362,0.635796368,0,0
EGOT,DOID:0060116,0.635787308,0,0
LINC01080,DOID:423,0.635763705,0,0
PWAR5,DOID:8893,0.635746658,0,0
HULC,DOID:898,0.635738611,0,0
LINC00163,DOID:3498,0.63571763,0,0
PWAR5,DOID:3355,0.635706067,0,0
GNAS-AS1,DOID:3953,0.63570416,0,0
LINC00687,DOID:9351,0.635693312,0,0
SNHG11,DOID:0060041,0.635688424,0,0
LINC00312,DOID:1542,0.635684013,0,0
LINC01235,DOID:3342,0.635681391,0,0
PWAR4,DOID:0060131,0.63567704,0,0
C1QTNF9B-AS1,DOID:2237,0.635672092,0,0
MIR99AHG,DOID:0060056,0.635644615,0,0
MIR4435-2HG,DOID:0050885,0.635618746,0,0
BCYRN1,DOID:1070,0.635611534,0,0
NPTN-IT1,DOID:1100,0.635594904,0,0
AFAP1-AS1,DOID:2559,0.63556987,0,0
LOXL1-AS1,DOID:0050177,0.63556397,0,0
DISC2,DOID:12365,0.635551989,0,0
LINC01628,DOID:0050865,0.635548413,0,0
PTCSC3,DOID:9351,0.635548174,0,0
FAM30A,DOID:417,0.635506868,0,0
ATXN8OS,DOID:8923,0.635505736,0,0
LINC00575,DOID:655,0.635504961,0,0
COPG2IT1,DOID:1432,0.635480762,0,0
DLEU2,DOID:962,0.635451972,0,0
NBR2,DOID:4535,0.635448813,0,0
LINC00271,DOID:154,0.635445416,0,0
JAZF1-AS1,DOID:771,0.635436416,0,0
LINC01024,DOID:4467,0.635351479,0,0
LINC00856,DOID:9119,0.635345697,0,0
DSCR9,DOID:1967,0.635343492,0,0
DSCR9,DOID:6271,0.635342062,0,0
PSORS1C3,DOID:4043,0.635331392,0,0
ADORA2A-AS1,DOID:12294,0.635309637,0,0
LINC00271,DOID:0050567,0.63529855,0,0
LINC01587,DOID:3590,0.635289669,0,0
LINC00299,DOID:654,0.635287285,0,0
LINC00922,DOID:16,0.635282278,0,0
PCA3,DOID:2596,0.63527441,0,0
BLACAT1,DOID:5679,0.635251462,0,0
SAMMSON,DOID:1205,0.63523066,0,0
FBXW7-AS1,DOID:12294,0.635229409,0,0
GPR1-AS,DOID:5680,0.635225832,0,0
DISC1FP1,DOID:707,0.635213792,0,0
BLACAT1,DOID:11612,0.635212064,0,0
MHRT,DOID:0060041,0.635203898,0,0
HLA-F-AS1,DOID:0060289,0.635185063,0,0
LOXL1-AS1,DOID:299,0.635172606,0,0
PRINS,DOID:1074,0.635158896,0,0
PSORS1C3,DOID:4706,0.635151923,0,0
LINC01024,DOID:2621,0.635124922,0,0
PVT1,DOID:12365,0.635122716,0,0
MIR181A1HG,DOID:0060037,0.635095179,0,0
NPSR1-AS1,DOID:4230,0.635091066,0,0
GNAS-AS1,DOID:193,0.635079443,0,0
LINC01588,DOID:1070,0.635074914,0,0
GNAS-AS1,DOID:4195,0.635071933,0,0
PANDAR,DOID:4676,0.635068834,0,0
DIO3OS,DOID:2871,0.635050774,0,0
ESRG,DOID:2871,0.635033846,0,0
PSORS1C3,DOID:1441,0.635031939,0,0
LINC01024,DOID:176,0.635027587,0,0
LINC00687,DOID:1596,0.635026634,0,0
MIR155HG,DOID:530,0.634986758,0,0
CTBP1-AS,DOID:4645,0.634918034,0,0
MYCNOS,DOID:4195,0.634912908,0,0
LRRC3DN,DOID:3342,0.63491118,0,0
LINC00583,DOID:13089,0.63489753,0,0
NRON,DOID:8893,0.634873033,0,0
MIR503HG,DOID:8618,0.634871781,0,0
VLDLR-AS1,DOID:11054,0.634871542,0,0
RAD51-AS1,DOID:635,0.634856343,0,0
PTCSC2,DOID:1561,0.63485086,0,0
LINC01556,DOID:7474,0.634848952,0,0
PWAR4,DOID:1749,0.634844482,0,0
NCAM1-AS1,DOID:0050951,0.634827256,0,0
AGAP2-AS1,DOID:1602,0.634825766,0,0
COL18A1-AS1,DOID:18,0.634815991,0,0
HAND2-AS1,DOID:1936,0.634808958,0,0
CRNDE,DOID:8618,0.634777367,0,0
LINC00511,DOID:0060083,0.634774089,0,0
EPB41L4A-AS1,DOID:2789,0.634753466,0,0
RAD51-AS1,DOID:4006,0.63475281,0,0
CAHM,DOID:865,0.634738326,0,0
CCAT2,DOID:3347,0.634737372,0,1
GHRLOS,DOID:75,0.634707093,0,0
LINC00687,DOID:9296,0.634694278,0,0
PANDAR,DOID:5679,0.63469404,0,0
LINC00961,DOID:0060131,0.634687901,0,0
CDKN2B-AS1,DOID:4226,0.634668052,0,0
AFAP1-AS1,DOID:9351,0.634664476,0,0
NUP50-AS1,DOID:2127,0.634648561,0,0
SERTAD4-AS1,DOID:0060100,0.634640753,0,0
GNG12-AS1,DOID:3829,0.634638965,0,0
KIRREL3-AS3,DOID:9206,0.634600997,0,0
MYCNOS,DOID:14681,0.634599686,0,0
LINC00663,DOID:630,0.634591043,0,0
LINC00511,DOID:1542,0.634590626,0,0
ERICH1-AS1,DOID:5614,0.634572625,1,0
HAS2-AS1,DOID:8692,0.634571731,0,0
CASC8,DOID:4074,0.634571433,0,0
LINC00273,DOID:1100,0.634564936,0,0
HOXA11-AS,DOID:8986,0.634555995,0,0
LINC00654,DOID:3856,0.634555817,0,0
MEG3,DOID:687,0.634510458,0,0
MIR17HG,DOID:4440,0.634507358,0,0
CCDC26,DOID:2600,0.634505272,0,0
IGF2-AS,DOID:219,0.634496272,0,0
PWAR4,DOID:8618,0.634495795,0,0
UCA1,DOID:2678,0.634461701,0,0
LINC00261,DOID:299,0.634459972,0,0
DANCR,DOID:1100,0.634450495,0,0
TARID,DOID:2033,0.634445488,0,0
DLEU2,DOID:0060038,0.634442806,0,0
LINC01588,DOID:9835,0.634438992,0,0
LINC01080,DOID:11717,0.634431422,0,0
VLDLR-AS1,DOID:305,0.634428501,0,0
CASC2,DOID:5223,0.634419024,0,0
MYCNOS,DOID:0050739,0.634393275,0,0
KCTD21-AS1,DOID:0060318,0.634387136,0,0
GNG12-AS1,DOID:0060131,0.6343835,0,0
HAS2-AS1,DOID:9835,0.634358406,0,0
HELLPAR,DOID:12365,0.634356439,0,0
PCGEM1,DOID:10155,0.63434267,0,0
ATE1-AS1,DOID:0050830,0.634333611,0,0
FMR1-AS1,DOID:1059,0.634323835,0,0
ABALON,DOID:1561,0.634322166,0,0
LINC00271,DOID:3527,0.634310782,0,0
MIR4435-2HG,DOID:0060464,0.634286165,0,0
PWRN1,DOID:0060131,0.634285152,0,0
PCGEM1,DOID:1561,0.634277046,0,0
BCYRN1,DOID:9952,0.634258687,0,0
COL18A1-AS1,DOID:2151,0.634239018,0,0
MIF-AS1,DOID:2021,0.634238541,0,0
KCNQ1OT1,DOID:0080015,0.634225965,0,0
IGF2-AS,DOID:11612,0.634220183,0,0
ZFAS1,DOID:229,0.634219587,0,0
TTTY2,DOID:3717,0.634213448,0,0
LMCD1-AS1,DOID:331,0.634192228,0,0
LINC00602,DOID:657,0.634169638,0,0
LINC01426,DOID:6713,0.634166718,0,0
DLEU2,DOID:3996,0.634161353,0,0
LINC00602,DOID:3459,0.63412571,0,0
LINC01133,DOID:1432,0.634124279,0,0
PTCSC3,DOID:1793,0.634101033,0,0
LUCAT1,DOID:863,0.634094238,0,0
PANDAR,DOID:0050567,0.634091377,0,0
MIR99AHG,DOID:9352,0.634076178,0,0
NUP50-AS1,DOID:0060689,0.634067416,0,0
C1QTNF9B-AS1,DOID:10286,0.634055912,0,0
COPG2IT1,DOID:657,0.634037256,0,0
LSINCT5,DOID:8649,0.634034038,0,0
LINC01387,DOID:2174,0.634031415,0,0
PSMB8-AS1,DOID:2018,0.634010017,0,0
SNHG11,DOID:14330,0.633992255,0,0
AFAP1-AS1,DOID:783,0.633987606,0,0
CADM3-AS1,DOID:9993,0.633944452,0,0
COL18A1-AS1,DOID:9408,0.633942366,0,0
TSIX,DOID:2349,0.633932292,0,0
NEAT1,DOID:0050866,0.63392961,1,1
HOTTIP,DOID:4676,0.633926511,0,0
LINC01080,DOID:9976,0.633925617,0,0
NFIA-AS1,DOID:10283,0.633920729,0,0
TSIX,DOID:848,0.633920729,0,0
LINC01628,DOID:170,0.633906066,0,0
LINC00319,DOID:12365,0.63390249,0,0
CDR1-AS,DOID:3963,0.633899331,0,0
LINC01098,DOID:0060318,0.63389504,0,0
MYCNOS,DOID:3948,0.633871078,0,0
CASC8,DOID:9036,0.633868396,0,0
PICSAR,DOID:9351,0.633857012,0,0
LINC00479,DOID:4845,0.6338498,0,0
CADM3-AS1,DOID:1091,0.633843303,0,0
ADORA2A-AS1,DOID:4752,0.633840144,0,0
MIAT,DOID:9538,0.63382864,0,0
OLMALINC,DOID:77,0.63381803,0,0
HCG4,DOID:305,0.633789957,0,0
MYCNOS,DOID:5166,0.633777797,0,0
PARD6G-AS1,DOID:4752,0.633770704,0,0
PTCSC2,DOID:403,0.633760571,0,0
HCCAT5,DOID:10534,0.633751094,0,0
LINC00974,DOID:2377,0.633729815,0,0
LRRC3DN,DOID:1227,0.633727908,0,0
LINC00942,DOID:9256,0.63372457,0,0
SAMMSON,DOID:120,0.633694291,0,0
NEAT1,DOID:9036,0.633692861,0,0
CCAT1,DOID:865,0.633692384,0,0
BANCR,DOID:0050902,0.633655429,0,0
IL10RB-AS1,DOID:12365,0.633651137,0,0
ERICH1-AS1,DOID:10155,0.633624136,0,0
SNHG4,DOID:1100,0.633622766,0,0
PWRN1,DOID:0060158,0.633596182,0,0
HULC,DOID:48,0.633596063,0,0
LINC00856,DOID:0050567,0.633595109,0,0
IL12A-AS1,DOID:0080146,0.6335904,0,0
MIR99AHG,DOID:5093,0.633580923,0,0
CASC15,DOID:9500,0.633555055,0,0
THRIL,DOID:1205,0.633551836,0,0
PICSAR,DOID:9500,0.633492768,0,0
LINCMD1,DOID:2237,0.633436084,0,0
TTTY4,DOID:10591,0.633411586,0,0
FALEC,DOID:3910,0.633411586,0,0
HOXA11-AS,DOID:1059,0.63339144,0,0
FAM83H-AS1,DOID:11934,0.633383572,0,0
MEG8,DOID:1909,0.633369625,0,0
MIR503HG,DOID:8466,0.63336283,0,0
B3GALT5-AS1,DOID:1380,0.633360028,0,0
NCAM1-AS1,DOID:4961,0.633359075,0,0
PWAR4,DOID:11723,0.633357763,0,0
GAS5,DOID:0060037,0.633355856,0,0
LINC00575,DOID:863,0.633333862,0,0
TUSC8,DOID:8432,0.633307517,0,0
SNHG4,DOID:1036,0.633293748,0,0
MIR155HG,DOID:8552,0.633287072,0,0
HCG27,DOID:28,0.633281052,0,0
MIF-AS1,DOID:10652,0.633270025,0,0
LINC01588,DOID:3907,0.633238077,0,0
LINC01531,DOID:13241,0.633237004,0,0
KIRREL3-AS3,DOID:263,0.633232176,0,0
FBXW7-AS1,DOID:0050908,0.633222997,0,0
CDKN2A-AS1,DOID:2030,0.633216918,0,0
SAMMSON,DOID:3369,0.633216083,0,0
PICSAR,DOID:1787,0.633213818,0,0
CASC8,DOID:615,0.633209169,0,0
PCGEM1,DOID:5679,0.633183539,0,0
DAOA-AS1,DOID:11476,0.633145988,0,0
LOXL1-AS1,DOID:0060464,0.633142412,0,0
LINC01556,DOID:3748,0.633125305,0,0
XIST,DOID:9120,0.633101523,0,0
NPTN-IT1,DOID:6713,0.633099437,0,0
LINC00974,DOID:1596,0.633063138,0,0
SNHG11,DOID:3304,0.633060336,0,0
NPSR1-AS1,DOID:3908,0.63305378,0,0
SCHLAP1,DOID:5409,0.633051753,0,0
LMCD1-AS1,DOID:9036,0.633048117,0,0
CARMN,DOID:0050959,0.633016229,0,0
C5orf66-AS1,DOID:201,0.632979333,0,0
CDR1-AS,DOID:768,0.632976472,0,0
LINC00336,DOID:10283,0.632973135,0,0
MIR137HG,DOID:3748,0.63296479,0,0
MIR4435-2HG,DOID:0080014,0.632959545,0,0
PRNCR1,DOID:4090,0.632953465,0,0
LINC01098,DOID:66,0.632932723,0,0
LINC01587,DOID:9206,0.632925451,0,0
GNAS-AS1,DOID:2998,0.632923782,0,0
LINC01587,DOID:962,0.632882655,0,0
HCG27,DOID:8850,0.632877469,0,0
ADORA2A-AS1,DOID:0050902,0.63285172,0,0
LINC00942,DOID:120,0.632851541,0,0
NPSR1-AS1,DOID:2998,0.632843971,0,0
DBH-AS1,DOID:0060167,0.632835031,0,0
LINC00163,DOID:0050117,0.632831752,0,0
CDKN2B-AS1,DOID:8986,0.632829368,0,0
MIR124-2HG,DOID:4451,0.63281858,0,0
LINC01098,DOID:2621,0.632775128,0,0
PCGEM1,DOID:0060037,0.632773638,0,0
GNG12-AS1,DOID:1324,0.632764876,0,0
LINC00654,DOID:2914,0.632760823,0,0
LINC00261,DOID:3369,0.632722259,0,0
LINC00942,DOID:9296,0.632702112,0,0
PISRT1,DOID:14250,0.632687449,0,0
LINC00654,DOID:8432,0.632687271,0,0
LINC00575,DOID:0080001,0.632655025,0,0
LINC01080,DOID:0070004,0.632653832,0,0
LINC01628,DOID:8649,0.63264811,0,0
PANDAR,DOID:4535,0.632643163,0,0
LINC01628,DOID:1100,0.632626593,0,0
LINC01184,DOID:0050013,0.63261956,0,0
SNHG12,DOID:48,0.632613003,0,0
XACT,DOID:1074,0.632605493,0,0
PSMB8-AS1,DOID:0060089,0.63256973,0,0
TTTY2,DOID:28,0.63255167,0,0
LINC01024,DOID:2513,0.632550478,0,0
MIR100HG,DOID:4045,0.632543147,0,0
SNHG11,DOID:1037,0.632540882,0,0
PWRN1,DOID:0060689,0.632537067,0,0
LINC00299,DOID:3069,0.63251704,0,0
SCHLAP1,DOID:7,0.632484496,1,0
DBET,DOID:4045,0.632481158,0,0
HULC,DOID:9835,0.63247782,0,0
DIO3OS,DOID:4451,0.632470012,0,0
IL10RB-AS1,DOID:706,0.632456839,0,0
PRNCR1,DOID:10976,0.632430375,0,0
LINC00473,DOID:4362,0.632423103,0,1
MHRT,DOID:2154,0.632411957,0,0
GHRLOS,DOID:4159,0.632408381,0,0
LINC00312,DOID:5151,0.63239336,0,0
PANDAR,DOID:5680,0.632375836,0,0
TARID,DOID:12365,0.632361233,0,0
CCAT2,DOID:0060060,0.632352293,0,0
LINC00312,DOID:0060085,0.632340312,0,0
LINC01184,DOID:9279,0.632333279,0,0
CASC16,DOID:18,0.632301331,0,0
TUG1,DOID:557,0.632291555,0,0
PARD6G-AS1,DOID:11934,0.632286251,0,0
LINC01602,DOID:2531,0.632282734,0,0
FAM83H-AS1,DOID:409,0.632281244,0,0
MCHR2-AS1,DOID:687,0.632276654,0,0
LUCAT1,DOID:3304,0.632272303,0,0
BANCR,DOID:11612,0.632262468,0,0
LINC00472,DOID:4007,0.632261336,0,0
GNAS-AS1,DOID:3748,0.63221097,0,0
CASC15,DOID:654,0.632200301,0,0
HULC,DOID:66,0.632190704,0,0
LRRC3DN,DOID:74,0.632136762,0,0
MIR503HG,DOID:0060084,0.632130802,0,0
LMCD1-AS1,DOID:684,0.63212657,0,1
CASC8,DOID:0060041,0.632116199,0,0
NCAM1-AS1,DOID:2030,0.632105887,0,0
SPRY4-IT1,DOID:686,0.632077515,1,0
ZFAS1,DOID:1612,0.63205874,1,1
MIR124-2HG,DOID:4043,0.63205725,0,0
LINC00654,DOID:5093,0.632050216,0,0
MIAT,DOID:8552,0.632024825,0,0
LINC01587,DOID:2513,0.632015824,0,0
DANCR,DOID:865,0.63196665,0,0
TP73-AS1,DOID:11432,0.631950676,0,0
DIO3OS,DOID:303,0.631937802,0,0
ADORA2A-AS1,DOID:0060058,0.631934226,0,0
HPN-AS1,DOID:305,0.631928563,0,0
FAM30A,DOID:1380,0.631927252,0,0
CTBP1-AS,DOID:934,0.631909072,0,0
MIF-AS1,DOID:75,0.631870031,0,0
OIP5-AS1,DOID:2174,0.631846309,0,0
NCAM1-AS1,DOID:4159,0.63183558,0,0
LINC01024,DOID:3571,0.631779194,0,0
PSORS1C3,DOID:2596,0.63177824,0,0
TP73-AS1,DOID:184,0.631776214,0,0
TUSC7,DOID:0060083,0.631749332,0,0
MIR100HG,DOID:1967,0.631747425,0,0
NEAT1,DOID:162,0.631736219,1,1
BCAR4,DOID:17,0.631734014,0,0
IFNG-AS1,DOID:3527,0.631733119,0,0
BCYRN1,DOID:2154,0.631727397,0,0
MIR155HG,DOID:5679,0.631700754,0,0
ERICH1-AS1,DOID:0060334,0.631682813,0,0
PWAR5,DOID:526,0.631658554,0,0
PSMB8-AS1,DOID:3308,0.631628036,0,0
ABALON,DOID:0060083,0.631626308,0,0
DBET,DOID:0060334,0.63162446,0,0
PCAT1,DOID:3324,0.631621301,0,0
TRERNA1,DOID:4230,0.631616116,0,0
MINCR,DOID:65,0.631605208,0,0
LINC00273,DOID:13241,0.63155508,0,0
HOTTIP,DOID:4706,0.631547511,0,0
HNF1A-AS1,DOID:8432,0.631538093,0,0
KIRREL3-AS3,DOID:28,0.631537974,0,0
ATE1-AS1,DOID:0050908,0.631534278,0,0
ZFAS1,DOID:2033,0.631527603,0,0
LINC00163,DOID:3905,0.631510198,0,0
NBAT1,DOID:635,0.631502569,0,0
LINC-ROR,DOID:9884,0.631499648,0,0
CCAT1,DOID:557,0.631494522,0,0
SNHG4,DOID:3963,0.631493568,0,0
LINC00477,DOID:9352,0.631482184,0,0
MIAT,DOID:3565,0.631471455,0,0
TRERNA1,DOID:8857,0.63146925,0,0
LUCAT1,DOID:3070,0.631461143,0,1
PWAR5,DOID:11054,0.631448567,0,0
SNHG1,DOID:2152,0.6314466,0,0
LINC00273,DOID:47,0.631441474,0,0
H19,DOID:2033,0.631431222,0,0
LINCMD1,DOID:12336,0.631429374,0,0
CASC2,DOID:9974,0.631424665,0,0
